,Return,Volatility,Sharpe Ratio
0,0.3395822190048742,0.26305586956497157,1.1388539609487067
1,0.32035921318110566,0.255090520258126,1.0990577497643201
2,0.3703139193764503,0.27491293145199963,1.2015219423540424
3,0.3181507622962823,0.25262797062804254,1.1010291600126034
4,0.3249266382821697,0.25644363400004233,1.1110692585261162
5,0.3161947637562846,0.25674599133752085,1.0757510265980987
6,0.3353805896688994,0.2566496144445935,1.1509099295088452
7,0.3704974689125029,0.2715190981416918,1.217216288557475
8,0.3459471215793077,0.26667622581050365,1.1472605803140075
9,0.3647556507018153,0.26783987678052146,1.2124992536788421
10,0.3584103764776339,0.27236381206949284,1.1690627108581975
11,0.2841652979059941,0.24962124945430572,0.9781430805260416
12,0.35127933216829926,0.26482562912844676,1.1754124145489007
13,0.36122089481094294,0.2639862528907177,1.216809175832041
14,0.3338882294338236,0.25257726486174137,1.163557731907088
15,0.2943406252342362,0.24399460709220086,1.0424026508836968
16,0.3510872291524608,0.2627816658522019,1.1838239480810193
17,0.35457452278460394,0.2760152980959264,1.139699592575759
18,0.32335041966658634,0.25596109137817746,1.107005827100267
19,0.3478248782874756,0.2612240182065225,1.1783942395530822
20,0.3037209888884922,0.2554179041530848,1.032507841464516
21,0.3031511722487898,0.2501238039521388,1.0520836805246405
22,0.3543265448627395,0.2664188350870328,1.1798210316476176
23,0.3061254962352652,0.24580578130396413,1.0826657323660491
24,0.33796074486756117,0.2572233383374675,1.1583736794390238
25,0.3297205475653,0.26151373995482835,1.107859753813868
26,0.37545748744420526,0.28005814338049323,1.1978137232326262
27,0.3023356147426497,0.244973069630419,1.0708753216768883
28,0.3410065661065545,0.2627469029198576,1.1456141357387066
29,0.34300423751399495,0.26025879653469214,1.1642420603970054
30,0.36192039534915976,0.28530975297105265,1.1283189305548262
31,0.3659390129246258,0.27799699726826704,1.1724551564493868
32,0.32812013728311723,0.26462348228673005,1.0887927813259128
33,0.36720670058211974,0.27457624192802765,1.1916788513257008
34,0.31569245040599136,0.2528547826227488,1.0903193032236043
35,0.33184864617587545,0.2512116701884651,1.1617638860365187
36,0.344052341211206,0.2617125005071001,1.16177997085377
37,0.3078611230754649,0.25072602985786435,1.06834189983112
38,0.3654790813314296,0.27306289145220447,1.1919564742044042
39,0.30359677933951595,0.25017206619715815,1.0536619189601206
40,0.3063365955746448,0.25074946058093667,1.0621621875380942
41,0.3504651940303239,0.261832837962018,1.1857381848924564
42,0.3141424001816523,0.25195441851707084,1.0880634751125753
43,0.35598440542880133,0.2663216748379748,1.1864764879578067
44,0.3488698066286067,0.26327930143880063,1.173164031280308
45,0.3340431205638492,0.25929696114307876,1.1340014139294048
46,0.3468494903295941,0.2636489167491214,1.1638564425492437
47,0.3347116537623651,0.2574372224055726,1.1447903726139086
48,0.3308686243415738,0.2562236061896615,1.1352139979103544
49,0.3257586509899552,0.25625219079096356,1.1151461773181928
50,0.3060445745865629,0.2485521665411594,1.070377210099703
51,0.3386835608120923,0.25820422314800406,1.1567725623174074
52,0.3277186462677372,0.2556212313780862,1.1255663104219078
53,0.3072081711536824,0.25098410443041386,1.0646418097277022
54,0.330375002754421,0.2540149977613559,1.1431411739995956
55,0.2977315192709542,0.2449567874025089,1.0521509610078863
56,0.3152720149532941,0.2520577995568755,1.092098778285099
57,0.3628874557955205,0.2711556305940607,1.190782780678842
58,0.32842252760281826,0.2591600101509812,1.1129129352741933
59,0.3183792008934042,0.2515320200219815,1.1067346450327737
60,0.3684031976211929,0.27011177974426176,1.2158047973032524
61,0.30007932826605915,0.25134337016575314,1.0347570659792813
62,0.4179703659825922,0.30022766138302104,1.2589458421034345
63,0.36249934280712925,0.26956778717110763,1.1963571248311782
64,0.33089363489357915,0.25735641058354564,1.130314314821182
65,0.34222352146395985,0.26081874924262644,1.1587492170005642
66,0.3310706051174758,0.2575858456656766,1.129994563036897
67,0.31512305584355144,0.2497232362078348,1.1017118792044542
68,0.3668614914293967,0.269438242424256,1.2131221184063485
69,0.295916968261891,0.26323586186581527,0.9721964418067967
70,0.3481253646249495,0.2660707090840542,1.1580581931985974
71,0.3152477160827835,0.24870449401195815,1.1067259446849766
72,0.33128341651704585,0.2597176009091706,1.1215389927266215
73,0.3313313704696247,0.2568206021069577,1.1343769467073144
74,0.3245493692155547,0.2563129914543135,1.110163662017398
75,0.28862133253535904,0.23993753455419553,1.0361919113543365
76,0.29898654962542864,0.24679930194687463,1.0493812080602134
77,0.316914032709922,0.24659749329911115,1.1229393657057103
78,0.27915052956141695,0.24006897545562494,0.9961742416217468
79,0.331603436218444,0.2588881076698713,1.1263686031893385
80,0.33119591065163184,0.2582044718614267,1.1277725306318902
81,0.326987620216087,0.2541336372024474,1.1292783724944981
82,0.36338400974328255,0.2653984608225651,1.2184848726740896
83,0.3356319491448226,0.2571411332774295,1.1496875096442287
84,0.3347990450686879,0.26070355760527203,1.1307825937497924
85,0.3709248787151161,0.27358616423917803,1.2095819232503684
86,0.31622823764472374,0.24787537016900396,1.1143835608047243
87,0.3145691411181669,0.2559210120444241,1.0728667369856517
88,0.3956457588969843,0.28585621092958524,1.2441421431440938
89,0.31170321569405274,0.2565373172616326,1.0591177088554062
90,0.35603376422097144,0.2658496300424307,1.1887688697198155
91,0.3358007490540713,0.26046473379213353,1.1356652578162003
92,0.35067710733055624,0.2679475732730211,1.1594697557271645
93,0.3247590513636785,0.25738813121653864,1.1063410345215683
94,0.34691706568781927,0.2577171858413345,1.1909064763603892
95,0.33591783446588447,0.2614257497886423,1.1319383599554687
96,0.3370679815738588,0.2613945990330549,1.1364732962072137
97,0.3394362097158987,0.2636063629010896,1.1359217828450265
98,0.34682966126808823,0.2669867876264874,1.1492316305080261
99,0.3293131119388179,0.2635242264115457,1.0978615358384458
100,0.29270120494939034,0.2424936180720216,1.0420942495663414
101,0.34142752792576925,0.26077769338970325,1.1558792625537928
102,0.3130378178817538,0.2492574999388686,1.095404623526744
103,0.30164537685007536,0.2503284875742553,1.0452081558334951
104,0.3531961842427196,0.2693008615699493,1.1629973347165425
105,0.3441894241459011,0.26359759713708486,1.1539916427527461
106,0.3586715968389069,0.2645089599175186,1.20476673810323
107,0.330013587072277,0.2526972310886174,1.14767219974236
108,0.334665356657966,0.2579303932694425,1.1424220035602743
109,0.35197798981937245,0.26291501533785266,1.186611534599774
110,0.32827052435777937,0.26199480240531187,1.1002910046735142
111,0.36095921230941275,0.2662925963528306,1.2052877800783854
112,0.35754692546303224,0.2752165895376975,1.1538073558590356
113,0.3283973006515972,0.26552340068232355,1.0861464560580874
114,0.2960963863843753,0.24414801087874188,1.0489390655390909
115,0.33676736928124107,0.26451299718407445,1.1219387041110909
116,0.33471490531834386,0.26132189678711165,1.1277849615427986
117,0.34756957074470957,0.26025148268492704,1.1818167857167143
118,0.3240966967503214,0.25655323180786543,1.1073596491003608
119,0.3048065335037676,0.24737601260005912,1.0704616454946623
120,0.31958816647222105,0.25189769395257866,1.1099274554091603
121,0.35019523876498687,0.26060703419825326,1.190279608987876
122,0.3229712179712462,0.2555533661413225,1.1072881654580182
123,0.3373522590539417,0.26235375093139474,1.1334019734739722
124,0.3048298708564532,0.25427563422666155,1.0415070703171803
125,0.3612413899797964,0.27248959585094396,1.1789124974720886
126,0.3629047798057303,0.266407378086915,1.2120714603496572
127,0.3413556642848642,0.2616648713836082,1.1516855995662794
128,0.35825104507438826,0.2675218893637689,1.1896261865945454
129,0.3153633934926704,0.2517310366786799,1.0938793925683301
130,0.35717638347617375,0.27121348535887124,1.1694712859004195
131,0.32934845930220935,0.25685442422292526,1.1265075934650142
132,0.3311186619926699,0.25745247415501743,1.1307666121607416
133,0.34316624074579977,0.2614383415047288,1.1596089502438809
134,0.3162327979107318,0.25280298270946255,1.0926801375132362
135,0.3594664499052086,0.265840726630055,1.2017212484894364
136,0.3571414808577848,0.26363234738343283,1.202968770734826
137,0.35917617162660953,0.2689492660654069,1.1867523429083748
138,0.3167657286997618,0.2529201913864545,1.0942808764400784
139,0.3134307163120901,0.24675293215139826,1.1081153683893141
140,0.2997227135092896,0.24652387168312703,1.05353981233561
141,0.41832897233135513,0.3107093761973212,1.2176297251200137
142,0.31748935330379224,0.257862789378155,1.0761124316267865
143,0.3403652652518877,0.25897737708248453,1.159812755213059
144,0.2923431108347237,0.24847401361239374,1.015571436087339
145,0.34450202455080314,0.25991620122612935,1.171539223466427
146,0.3191322598559602,0.2489530430913148,1.121224534514229
147,0.2893320269706962,0.24685553757290324,1.0100321403446806
148,0.27422664329116525,0.2379749930785997,0.9842489761678597
149,0.3340471830266372,0.2569506522262781,1.144372199404619
150,0.31561874245968297,0.2521554453956682,1.093050923517426
151,0.2954052995388395,0.2507025057867962,1.0187584632921167
152,0.3229417153143237,0.25410960434674174,1.113463287000516
153,0.352247850311399,0.2615305079243387,1.1939251477373836
154,0.3351107413994943,0.26488516085995784,1.114108243894857
155,0.3434419934927395,0.26049798502681343,1.1648535149379593
156,0.35283676099831546,0.2702444768274613,1.1576064927241692
157,0.3872885234003938,0.2893869817006649,1.2000834362328743
158,0.3410007514835086,0.26127641473520336,1.1520395049379595
159,0.33643834499362596,0.26263895634334317,1.1286914520254852
160,0.33891371266314213,0.2584224315887325,1.1566864022812449
161,0.33747014901507666,0.2560876102587004,1.1615952396704061
162,0.32564647272344527,0.2490509630036776,1.146939844272866
163,0.30978367135709817,0.2507643737464128,1.0758452938371492
164,0.33903827833197864,0.2616982380206145,1.1426835755326057
165,0.3024805885928386,0.2531065360479639,1.0370359955584012
166,0.3560261684622773,0.26894681171484874,1.1750508081774345
167,0.29672676118073893,0.25420181790895685,1.0099328293265253
168,0.3528761023236967,0.26629284978866613,1.174932419597446
169,0.2975034401009962,0.2491723178151709,1.0334351839677678
170,0.30924168652053285,0.25469579099330525,1.0571108594708185
171,0.3029021789577374,0.24535525827606275,1.071516383243483
172,0.317755581424748,0.25622452624793524,1.0840319835579608
173,0.3513601349080107,0.2631195856151085,1.1833407770847912
174,0.3444117306596697,0.2708825778672582,1.1237774428182012
175,0.3350391993004407,0.2615348229489892,1.1281067506562454
176,0.36992251447471375,0.269640151405092,1.2235659739674933
177,0.3189562454736144,0.25245415272574173,1.104977844340171
178,0.34063600655007326,0.25895631384918266,1.1609526027048913
179,0.28884735420400254,0.24399589304693056,1.0198833722014282
